id,question_id,content
263,263,"#include <stdio.h>
 void merge(int A[], int m, int B[], int n) {
  int ia = m-1 ;
  int ib = n-1 ;
  int i = m + n - 1;
  for (int i=m+n-1; i>=0; i--){
  if (ia>=0 && ib<0){
  break;
  }
  if (ia<0 && ib>=0){
  A[i] = B[ib--];
  continue;
  } 
  if (ia>=0 && ib>=0){
  if (A[ia] > B[ib]){
  A[i] = A[ia--];
  }else{
  A[i] = B[ib--];
  }
  }
  }
 }
 void printArray(int A[], int n) {
  printf(""{"");
  for(int i=0; i<n; i++) {
  printf(""%d, "", A[i]);
  }
  printf(""}\n"");
 }
 int main()
 {
  int a[]={2,4,6,8,10,0,0,0};
  int b[]={1,3,5};
  merge(a, 5, b, 3 );
  printArray(a, sizeof(a)/sizeof(int));
  int a1[]={2,4,0,0,0};
  int b1[]={3,5,7};
  merge(a1, 2, b1, 3 );
  printArray(a1, sizeof(a1)/sizeof(int));
  int a2[]={12,14,16,18,20,0,0,0};
  int b2[]={1,3,5};
  merge(a2, 5, b2, 3 );
  printArray(a2, sizeof(a2)/sizeof(int));
  int a3[]={2,0};
  int b3[]={3,};
  merge(a3, 1, b3, 1 );
  printArray(a3, sizeof(a3)/sizeof(int));
  int a4[]={0,0,0};
  int b4[]={1,3,5};
  merge(a4, 0, b4, 3 );
  printArray(a4, sizeof(a4)/sizeof(int));
  int a5[]={2,4,6,8,10,0,0,0};
  int b5[]={11,13,15};
  merge(a5, 5, b5, 3 );
  printArray(a5, sizeof(a5)/sizeof(int));
  int a6[]={2,4,0,0,0,0,0,0};
  int b6[]={1,3,5,7,9,11};
  merge(a6, 2, b6, 6 );
  printArray(a6, sizeof(a6)/sizeof(int));
  return 0;
 }"
264,264,"/**
  * Definition for singly-linked list.
  * struct ListNode {
  * int val;
  * ListNode *next;
  * ListNode(int x) : val(x), next(NULL) {}
  * };
  */
 class Solution {
 public:
  Solution(){
  srand(time(NULL));
  }
  ListNode *mergeTwoLists(ListNode *l1, ListNode *l2) {
  switch (random()%3){
  case 0:
  return mergeTwoLists01(l1, l2);
  case 1:
  return mergeTwoLists02(l1, l2);
  default:
  return mergeTwoLists03(l1, l2);
  }
  }
  /* merge the 2nd list into 1st list*/
  ListNode *mergeTwoLists01(ListNode* head1, ListNode* head2){
  ListNode *p1 = head1, *p2=head2;
  static ListNode dummy(0);
  dummy.next = p1;
  ListNode *prev = &dummy;
  while(p1 && p2){
  if(p1->val < p2->val){
  prev = p1;
  p1 = p1->next;
  }else{
  prev->next = p2;
  p2 = p2->next;
  prev = prev->next;
  prev->next = p1;
  }
  }
  if (p2){
  prev->next = p2;
  }
  return dummy.next;
  }
  /* merge two lists to the new list */
  ListNode *mergeTwoLists02(ListNode *l1, ListNode *l2) {
  ListNode *l=NULL, *p=NULL;
  while (l1!=NULL && l2!=NULL ){
  ListNode *n=NULL;
  if (l1->val < l2-> val){
  n = l1;
  l1=l1->next;
  }else{
  n = l2;
  l2=l2->next;
  }
  if (l==NULL){
  l = p = n;
  }else{
  p->next = n;
  p = p->next;
  }
  }
  ListNode* rest = l1 ? l1 :l2;
  l = mergeTheRest(rest, l, p);
  return l;
  }
  ListNode* mergeTheRest(ListNode* l, ListNode*head, ListNode* tail){
  if (l){
  if (head && tail ){
  tail->next = l;
  }else{
  head = l;
  }
  }
  return head;
  }
  /* 
  * You can see the 2nd slution's code is quite complicated, 
  * because it need to check the (head==NULL) situation.
  * We can use the ""pointer to pointer"" to make the code more clean
  * however, this would be bad for performance.
  */
  ListNode *mergeTwoLists03(ListNode *l1, ListNode *l2) {
  ListNode *head = NULL;
  ListNode **pTail = &head;
  while (l1 != NULL && l2 != NULL) {
  if (l1->val < l2->val) {
  *pTail = l1;
  l1 = l1->next;
  } else {
  *pTail = l2;
  l2 = l2->next;
  }
  pTail = &(*pTail)->next;
  }
  *pTail = (l1 != NULL ? l1 : l2);
  return head;
  }
 };"
265,265,"class Solution {
  public:
  int minCostClimbingStairs(vector<int>& cost) {
  return minCostClimbingStairs02(cost); 
  return minCostClimbingStairs01(cost); 
  }
  int minCostClimbingStairs01(vector<int>& cost) {
  vector<int> dp(cost.size() , 0);
  dp[0] = cost[0];
  dp[1] = cost[1];
  for (int i=2; i<cost.size(); i++) {
  dp[i] = min( dp[i-1], dp[i-2] ) + cost[i];
  }
  return min(dp[dp.size()-1], dp[dp.size()-2]);
  }
  int minCostClimbingStairs02(vector<int>& cost) {
  int dp1 = cost[0], dp2 = cost[1];
  for (int i=2; i<cost.size(); i++) {
  int dp = min( dp1, dp2 ) + cost[i];
  dp1 = dp2;
  dp2 = dp;
  }
  return min (dp1, dp2);
  }
 };"
266,266,"class Solution {
 public:
  int minAbsoluteSumDiff(vector<int>& nums1, vector<int>& nums2) {
  int max=0, idx=0;
  long sum=0;
  int len = nums1.size();
  for (int i=0; i<len; i++) {
  int m = abs(nums1[i] - nums2[i]);
  if (max < m) {
  max = m; 
  idx = i;
  }
  sum += m ;
  }
  int min = max;
  for (int i=0; i<len; i++) {
  int m = abs(nums1[i] - nums2[idx]);
  if (m < min) {
  min = m;
  }
  }
  sum -= (max - min);
  return sum % 1000000007 ;
  }
 };"
267,267,"class Solution {
 private:
  // Refer to:
  // https://leetcode.com/problems/next-permutation/solution/
  void nextPermutation(string& num) {
  int i = num.size() - 2;
  while (i >= 0 && num[i + 1] <= num[i]) {
  i--;
  }
  if (i >= 0) {
  int j = num.size() - 1;
  while (j >= 0 && num[j] <= num[i]) {
  j--;
  }
  swap(num[i], num[j]);
  }
  reverse(num, i + 1);
  }
  void reverse(string& num, int start) {
  int i = start, j = num.size() - 1;
  while (i < j) {
  swap(num[i], num[j]);
  i++;
  j--;
  }
  }
 public:
  int getMinSwaps(string num, int k) {
  string pnum = num;
  while(k--) {
  nextPermutation(pnum);
  }
  //cout << num << endl << pnum << endl;
  int result = 0;
  for(int i = 0; i < num.size(); i++) {
  if (num[i] == pnum[i]) continue;
  for(int j = i + 1; j < num.size(); j++) {
  if(num[i] != pnum[j]) continue;
  //cout << ""j="" << j << "", i="" << i << endl;
  result += j - i;
  //shift the string
  char c = pnum[j];
  for (int k = j; k > i; k--) {
  pnum[k] = pnum[k-1];
  }
  pnum[i] = c;
  //cout << pnum << endl;
  break;
  }
  }
  //cout << endl;
  return result;
  }
 };"
268,268,"class Solution {
 public:
  int minimumDeleteSum(string s1, string s2) {
  // Dynamic Programm - simlar with : Edit Distance
  vector < vector <int> > dp ( s1.size()+1, vector<int>( s2.size()+1, 0) );
  // s1 is row, s2 is column
  for (int i=1; i<=s2.size(); i++) dp[0][i] = dp[0][i-1] + s2[i-1];
  for (int i=1; i<=s1.size(); i++) dp[i][0] = dp[i-1][0] + s1[i-1];
  for (int i=1; i<=s1.size(); i++){
  for (int j=1; j<=s2.size(); j++) {
  if ( s1[i-1] == s2[j-1] ) {
  dp[i][j] = dp[i-1][j-1];
  }else{
  dp[i][j] = min(dp[i-1][j] + s1[i-1], dp[i][j-1] + s2[j-1]);
  }
  }
  }
  return dp[s1.size()][s2.size()];
  }
 };"
269,269,"class Solution {
 public:
  int minOperations(string s) {
  int start_with_zero = 0;
  int start_with_one = 0;
  for (int i=0; i<s.size(); i++){
  if (i % 2 == 0) {
  s[i] == '1' ? start_with_zero++ : start_with_one++;
  }else{
  s[i] == '0' ? start_with_zero++ : start_with_one++;
  }
  }
  return std::min(start_with_zero, start_with_one);
  }
 };"
270,270,"class Solution {
 private:
  int min(int x, int y){
  return x < y ? x : y;
  }
  int min(int x, int y, int z) {
  return min(min(x, y), z);
  }
 public:
  int mincostTickets(vector<int>& days, vector<int>& costs) {
  // Dynamic Programming
  vector<int> dp(days.size()+1, INT_MAX);
  // dp[i] is the minimal cost from Days[0] to Days[i]
  dp[0] = 0;
  dp[1] = min(costs[0], costs[1], costs[2]);
  for (int i = 2; i<= days.size(); i ++) {
  // the currnet day need at least min(1-day, 7days, 30days) from previous.
  int m = dp[i-1] + min(costs[0], costs[1], costs[2]);
  // Seprating the array to two parts.
  // days[0] -> days[j] -> day[i]
  //
  // calculate the day[i] - day[j] whether can use 7-day pass or 30-day pass
  //
  // Traking the minimal costs, then can have dp[i] minimal cost
  int SevenDays = INT_MAX, ThrityDays = INT_MAX;
  for (int j=i-1; j>0; j--){
  int gaps = days[i-1] - days[j-1];
  if ( gaps < 7 ) {
  // can use 7-days or 30-days ticket
  SevenDays = dp[j-1] + min(costs[1], costs[2]);
  } else if (gaps < 30 ) {
  //can use 30-days tickets
  ThrityDays = dp[j-1] + costs[2];
  } else {
  break;
  }
  m = min(m, SevenDays, ThrityDays);
  }
  if ( dp[i] > m ) dp[i] = m;
  }
  return dp[dp.size()-1]; 
  }
 };"
271,271,"class Solution {
 private:
  vector<vector<bool>>* edge_matrix;
  vector<int>* node_edge_num;
  bool has_edge(int x, int y) {
  return (*edge_matrix)[x][y];
  }
  int node_edges(int x){
  return (*node_edge_num)[x];
  }
  int degree(int x, int y, int z) {
  if (has_edge(x,y) && has_edge(y,z) && has_edge(x,z)) {
  return node_edges(x) + node_edges(y) + node_edges(z) - 6; 
  }
  return -1;
  }
 public:
  int minTrioDegree(int n, vector<vector<int>>& edges) {
  vector<vector<bool>> edge_matrix(n+1, vector<bool>(n+1, false));
  vector<int> node_edge_num(n+1, 0);
  this->edge_matrix = &edge_matrix;
  this->node_edge_num = &node_edge_num;
  for (auto& edge : edges) {
  edge_matrix[edge[0]][edge[1]] = true;
  edge_matrix[edge[1]][edge[0]] = true;
  node_edge_num[edge[0]]++;
  node_edge_num[edge[1]]++;
  }
  int result = -1;
  for(int i=1; i<=n; i++) {
  if (node_edge_num[i] < 2) continue;
  for(int j=i+1; j<=n; j++) {
  if (!has_edge(i, j)) continue;
  for(int k=j+1; k<=n; k++) {
  if (!has_edge(j, k)) continue;
  int d = degree(i, j, k);
  if ( d >= 0 ) {
  result = result < 0 ? d : min(result, d);
  }
  }
  }
  }
  return result;
  }
 };"
272,272,"/**
  * Definition for binary tree
  * struct TreeNode {
  * int val;
  * TreeNode *left;
  * TreeNode *right;
  * TreeNode(int x) : val(x), left(NULL), right(NULL) {}
  * };
  */
 class Solution {
 public:
  int minDepth(TreeNode *root) {
  if (root==NULL){
  return 0;
  }
  if (root->left==NULL && root->right==NULL){
  return 1;
  }
  int left=INT_MAX;
  if (root->left){
  left = minDepth(root->left) + 1 ;
  }
  int right=INT_MAX;
  if (root->right){
  right = minDepth(root->right) + 1;
  }
  return left<right ? left : right;
  }
 };"
273,273,"class Solution {
 public:
  int getMinDistance(vector<int>& nums, int target, int start) {
  int minDist = nums.size();
  for(int i=start; i < nums.size(); i++){
  if ( target == nums[i] ) {
  minDist = i - start;
  break;
  } 
  }
  for (int i=start; i>=0; i--) {
  if ( target == nums[i] && start - i <= minDist) {
  minDist = start - i;
  break;
  }
  }
  return minDist;
  }
 };"
274,274,"class Solution {
 public:
  long sum(vector<int>& nums) {
  long s = 0;
  for (auto n : nums) {
  s += n;
  }
  return s;
  }
  int minElements(vector<int>& nums, int limit, int goal) {
  long s = sum(nums);
  return (abs(goal - s) + limit -1) / limit;
  }
 };"
275,275,"class Solution {
 private:
  int min(int x, int y) {
  return x < y ? x: y;
  }
  int min( int x, int y, int z) {
  return min(min(x, y),z);
  }
 public:
  int minFallingPathSum(vector<vector<int>>& A) {
  int m = INT_MAX;
  for (int i=0; i<A.size(); i++) {
  for (int j=0; j<A[i].size(); j++){
  //find the minimal item in previous row, and add it into the current item
  if (i > 0) {
  if (j == 0 ){
  A[i][j] += min( A[i-1][j], A[i-1][j+1]); 
  } else if ( j + 1 == A[i].size()) {
  A[i][j] += min( A[i-1][j], A[i-1][j-1]); 
  }else {
  A[i][j] += min( A[i-1][j], A[i-1][j-1], A[i-1][j+1]);
  }
  }
  if ( i + 1 == A.size() ) {
  m = min(m, A[i][j]);
  }
  }
  }
  return m;
  }
 };"
276,276,"class Solution {
 public:
  int minInsertions(string s) {
  vector<char> stack;
  int cnt = 0;
  int len = s.size();
  for (int i=0; i<len; i++) {
  if ( s[i] == '(' ) {
  stack.push_back( s[i] );
  continue;
  }
  // if s[i] is ')'
  if (stack.size() > 0) {
  stack.pop_back();
  } else {
  cnt++; // missed the '('
  }
  // if s[i+1] is ')', need to skip
  if ( i < len -1 && s[i+1] == ')' ) {
  i++;
  }else{
  cnt++; //missed the ')'
  }
  }
  // if the stack still has '(', which means need double of ')'
  return cnt + stack.size()*2;
  }
 };"
277,277,"class Solution {
 public:
  vector<int> minInterval(vector<vector<int>>& intervals, vector<int>& queries) {
  set<vector<int>> s;
  vector<vector<int>> iQueries;
  for(int i=0; i < queries.size(); i++) {
  iQueries.push_back({queries[i], i});
  }
  sort(intervals.begin(), intervals.end());
  sort(iQueries.begin(), iQueries.end());
  vector<int> result(queries.size(), -1);
  int i = 0, len = intervals.size();
  for(auto& iq: iQueries) {
  int q = iq[0];
  int idx = iq[1];
  while( i < len && intervals[i][0] <= q) {
  s.insert({intervals[i][1] - intervals[i][0] + 1, intervals[i][1]});
  i++;
  }
  while( !s.empty() ) {
  auto it = s.begin();
  if ( (*it)[1] >= q ) break;
  s.erase(s.begin());
  }
  if ( !s.empty() ) {
  auto it = s.begin();
  result[idx] = (*it)[0];
  }
  }
  return result;
  }
 };"
278,278,"class Solution {
 public:
  int minimumLength(string s) {
  char ch; 
  int left=0, right=s.size()-1;
  while(left < right) {
  ch = s[left];
  if (s[right] != ch) break;
  while (s[left] == ch) left++;
  if (left >= right ) return 0;
  while (s[right] == ch) right--;
  }
  return right - left + 1;
  }
 };"
279,279,"class Solution {
 public:
  int minimumSize(vector<int>& nums, int maxOperations) {
  //find the theoretical min/max of penalty
  int max_penalty = 0;
  long long sum = 0;
  for (auto& n: nums){
  max_penalty = max(max_penalty, n);
  sum += n;
  }
  //the max of bags is nums.size() + maxOperations
  //the average of the ball is the theoretical min penalty
  int min_penalty = sum / (nums.size() + maxOperations);
  min_penalty = max(1, min_penalty); // in case of min_penalty is zero
  //binary search the real min penalty
  while (min_penalty < max_penalty) {
  int mid = min_penalty + (max_penalty - min_penalty) / 2;
  //if the penalty is `mid`, then how many operation we need
  int ops = 0;
  for (auto& n : nums){
  if (n <= mid) continue; //no need seperation
  ops += (n-1) / mid;
  }
  //if the operation we need is beyoned the limitation, 
  //then we find in the large part, else find in the small part.
  if (ops > maxOperations) {
  min_penalty = mid + 1;
  }else{
  max_penalty = mid;
  }
  }
  return min_penalty;
  }
 };"
280,280,"class Solution {
 public:
  vector<int> minOperations(string boxes) {
  vector<int> result(boxes.size());
  //minOperations01(boxes, result); //128ms
  minOperations02(boxes, result); //4s
  return result;
  }
  void minOperations01(string& boxes, vector<int>& result ) {
  vector<int> balls;
  for(int i=0; i<boxes.size(); i++) {
  if(boxes[i] == '1') balls.push_back(i);
  }
  for (int i=0; i<boxes.size(); i++) {
  int steps = 0;
  for (int j=0; j<balls.size(); j++) {
  steps += abs(balls[j] - i);
  }
  result[i] = steps;
  }
  }
  void minOperations02(string& boxes, vector<int>& result ) {
  //from left to right
  for(int i=0, ops=0, balls=0; i< boxes.size(); i++) {
  result[i] += ops;
  balls += (boxes[i] == '1' ? 1 : 0);
  ops += balls;
  }
  //from right to left
  for(int i=boxes.size()-1, ops=0, balls=0; i>=0; i--) {
  result[i] += ops;
  balls += (boxes[i] == '1' ? 1 : 0);
  ops += balls;
  }
  }
 };"
281,281,"class Solution {
 private: 
  bool check(vector<int>& a) {
  for(int i=0; i<a.size(); i++) {
  if (a[i] != i) return false;
  }
  return true;
  }
 public:
  int reinitializePermutation(int n) {
  vector<int> perm(n);
  vector<int> arr(n);
  for(int i=0; i<n; i++) {
  perm[i] = i;
  }
  int cnt = 0;
  while(1){
  cnt++;
  for(int i=0; i<n; i++) {
  if (i%2==0) arr[i] = perm[i / 2];
  else arr[i] = perm[n / 2 + (i - 1) / 2];
  }
  if (check(arr)) break;
  perm = arr;
  }
  return cnt;
  }
 };"
282,282,"class Solution {
 public:
  bool hasLang(vector<int>& langlist, int lang){
  for(auto& l : langlist) {
  if (l == lang) return true;
  }
  return false;
  }
  bool canComm(int u, int v, int n, vector<vector<bool>>& langs) {
  for (int l=0; l<n; l++) {
  if (langs[u][l] && langs[v][l]) return true;
  }
  return false;
  }
  int minimumTeachings(int n, vector<vector<int>>& languages, vector<vector<int>>& friendships) {
  int persons = languages.size();
  //use to check a person know a langauge or not
  vector<vector<bool>> langs(persons, vector<bool>(n, false));
  for (int p=0; p<persons; p++) {
  for(int l=0; l<languages[p].size(); l++) {
  langs[p][languages[p][l]-1] = true;
  }
  } 
  int result = persons;
  vector<vector<bool>> langToTeach(n, vector<bool>(persons, false));
  for (int l=0; l <n; l++) {
  int cnt = 0;
  vector<bool> teach(persons, false);
  for (auto& fs : friendships) {
  int u = fs[0] - 1;
  int v = fs[1] - 1;
  if (canComm(u, v, n, langs)) continue;
  if (langs[u][l]==false && teach[u]==false) {
  teach[u] = true; cnt++;
  }
  if (langs[v][l]==false && teach[v]==false) {
  teach[v] = true; cnt++;
  }
  }
  result = min(result, cnt);
  }
  return result;
  }
 };"
283,283,"class Solution {
 public:
  int minOperations(int n) {
  // the sum of odd number is : n*n
  // the sum of even number is: n*n+n
  /* int sum = n*n; */
  //calculate the average
  /* int average = sum / n; //actually it is n */
  //calculate the different between n and all of the odd number which less than `average`
  // (n - 1) + (n - 3) + (n - 5) + (n - 7) ...
  // = m*n - (1+3+5+7+...m) where m = n/2
  // = m*n - m*m
  // = (n/2)*n - (n/2)*(n/2)
  // = n*n/2 - n*n/4
  // = n*n/4
  return n*n/4;
  }
 };"
284,284,"class Solution {
 public:
  int minOperations(vector<int>& nums) {
  int ins = 0;
  int top = nums[0];
  for(int i = 1; i < nums.size(); i++) {
  if (nums[i] > top){
  top = nums[i];
  }else{
  ins += (top - nums[i] + 1);
  top++;
  }
  }
  return ins;
  }
 };"
285,285,"#include <limits.h>
 #include <iostream>
 #include <vector>
 using namespace std;
 int minPathSum(vector<vector<int>>& grid) {
  for (int i=0; i<grid.size(); i++) {
  for (int j=0; j<grid[0].size(); j++) {
  if (i==0 && j==0) continue;
  else if (i==0) grid[0][j] += grid[0][j-1];
  else if (j==0) grid[i][0] += grid[i-1][j];
  else grid[i][j] += min( grid[i-1][j], grid[i][j-1]);
  }
  }
  return grid[grid.size()-1][grid[0].size()-1];
 }
 int main()
 {
  int a[6][2]={{7,2},{6,6},{8,6},{8,7},{5,0},{6,0}};
  vector< vector<int> > grid;
  for(int i=0; i<6; i++){
  vector<int> v;
  for(int j=0; j<2; j++){
  v.push_back(a[i][j]);
  }
  grid.push_back(v);
  }
  cout << ""minPathSum="" << minPathSum(grid) << endl;
  return 0;
 }"
286,286,"class Solution {
 private:
  int min (int x, int y) {
  return x < y ? x : y;
  }
  int min(int x, int y, int z) {
  return min(x, min(y,z));
  }
  void print(vector<vector<int>>& matrix) {
  int n = matrix.size();
  int m = matrix[0].size();
  for(int i=0; i<m; i++) {
  for (int j=0; j<n-1; j++){
  if (matrix[j][i] == n) {
  cout << setw(2) << ""X""<<"","";
  } else {
  cout << setw(2) <<matrix[j][i] << "","";
  }
  }
  cout << matrix[n-1][i] << endl;
  }
  }
 public:
  int minSideJumps(vector<int>& obstacles) {
  int n = obstacles.size();
  vector<vector<int>> dp(n, vector(3,0));
  dp[0][0] = dp[0][2] = 1;
  for(int i = 1; i < n; i++){
  dp[i][0] = dp[i-1][0];
  dp[i][1] = dp[i-1][1];
  dp[i][2] = dp[i-1][2];
  if (obstacles[i] > 0 ) dp[i][obstacles[i]-1] = n;
  if (obstacles[i]-1 != 0 ) dp[i][0] = min(dp[i-1][0], dp[i][1]+1, dp[i][2]+1); 
  if (obstacles[i]-1 != 1 ) dp[i][1] = min(dp[i][0]+1, dp[i-1][1], dp[i][2]+1);
  if (obstacles[i]-1 != 2 ) dp[i][2] = min(dp[i][0]+1, dp[i][1]+1, dp[i-1][2]);
  }
  //print(dp);
  //cout << endl;
  return min(dp[n-1][0], dp[n-1][1], dp[n-1][2]);
  }
 };"
