id,title,content,difficulty
52,CheckIfOneStringSwapCanMakeStringsEqual,"You are given two strings s1 and s2 of equal length. A string swap is an operation where you choosetwo indices in a string (not necessarily different) and swap the characters at these indices.
 Return true if it is possible to make both strings equal by performing at most one string swap onexactly one of the strings. Otherwise, return false.
 Example 1:
 Input: s1 = ""bank"", s2 = ""kanb""Output: trueExplanation: For example, swap the first character with the last character of s2 to make ""bank"".
 Example 2:
 Input: s1 = ""attack"", s2 = ""defend""Output: falseExplanation: It is impossible to make them equal with one string swap.
 Example 3:
 Input: s1 = ""kelb"", s2 = ""kelb""Output: trueExplanation: The two strings are already equal, so no string swap operation is required.
 Example 4:
 Input: s1 = ""abcd"", s2 = ""dcba""Output: false
 Constraints:
 1 <= s1.length, s2.length <= 100s1.length == s2.lengths1 and s2 consist of only lowercase English letters.",0
53,CheckIfTheSentenceIsPangram,"A pangram is a sentence where every letter of the English alphabet appears at least once.
 Given a string sentence containing only lowercase English letters, return true if sentence is apangram, or false otherwise.
 Example 1:
 Input: sentence = ""thequickbrownfoxjumpsoverthelazydog""Output: trueExplanation: sentence contains at least one of every letter of the English alphabet.
 Example 2:
 Input: sentence = ""leetcode""Output: false
 Constraints:
 1 <= sentence.length <= 1000sentence consists of lowercase English letters.",0
54,CheckIfWordEqualsSummationOfTwoWords,"The letter value of a letter is its position in the alphabet starting from 0 (i.e. 'a' -> 0, 'b' ->1, 'c' -> 2, etc.).
 The numerical value of some string of lowercase English letters s is the concatenation of theletter values of each letter in s, which is then converted into an integer.
 For example, if s = ""acb"", we concatenate each letter's letter value, resulting in ""021"".After converting it, we get 21.
 You are given three strings firstWord, secondWord, and targetWord, each consisting of lowercaseEnglish letters 'a' through 'j' inclusive.
 Return true if the summation of the numerical values of firstWord and secondWord equals thenumerical value of targetWord, or false otherwise.
 Example 1:
 Input: firstWord = ""acb"", secondWord = ""cba"", targetWord = ""cdb""Output: trueExplanation:The numerical value of firstWord is ""acb"" -> ""021"" -> 21.The numerical value of secondWord is ""cba"" -> ""210"" -> 210.The numerical value of targetWord is ""cdb"" -> ""231"" -> 231.We return true because 21 + 210 == 231.
 Example 2:
 Input: firstWord = ""aaa"", secondWord = ""a"", targetWord = ""aab""Output: falseExplanation:The numerical value of firstWord is ""aaa"" -> ""000"" -> 0.The numerical value of secondWord is ""a"" -> ""0"" -> 0.The numerical value of targetWord is ""aab"" -> ""001"" -> 1.We return false because 0 + 0 != 1.
 Example 3:
 Input: firstWord = ""aaa"", secondWord = ""a"", targetWord = ""aaaa""Output: trueExplanation:The numerical value of firstWord is ""aaa"" -> ""000"" -> 0.The numerical value of secondWord is ""a"" -> ""0"" -> 0.The numerical value of targetWord is ""aaaa"" -> ""0000"" -> 0.We return true because 0 + 0 == 0.
 Constraints:
 1 <= firstWord.length, secondWord.length, targetWord.length <= 8firstWord, secondWord, and targetWord consist of lowercase English letters from 'a' to 'j'inclusive.",0
55,climbStairs,"You are climbing a stair case. It takes n steps to reach to the top.
 Each time you can either climb 1 or 2 steps. In how many distinct ways can you climb to the top?",0
56,cloneGraph,"Clone an undirected graph. Each node in the graph contains a label and a list of its neighbors.
 OJ's undirected graph serialization:
 Nodes are labeled uniquely.
 We use # as a separator for each node, and , as a separator for node label and each neighbor of the node.
 As an example, consider the serialized graph {0,1,2#1,2#2,2}.
 The graph has a total of three nodes, and therefore contains three parts as separated by #.
 First node is labeled as 0. Connect node 0 to both nodes 1 and 2.Second node is labeled as 1. Connect node 1 to node 2.Third node is labeled as 2. Connect node 2 to node 2 (itself), thus forming a self-cycle.
 Visually, the graph looks like the following:
 1/ \/ \0 --- 2/ \\_/",0
57,ClosestDessertCost,"You would like to make dessert and are preparing to buy the ingredients. You have n ice cream baseflavors and m types of toppings to choose from. You must follow these rules when making yourdessert:
 There must be exactly one ice cream base.You can add one or more types of topping or have no toppings at all.There are at most two of each type of topping.
 You are given three inputs:
 baseCosts, an integer array of length n, where each baseCosts[i] represents the price ofthe ith ice cream base flavor.toppingCosts, an integer array of length m, where each toppingCosts[i] is the price of oneof the ith topping.target, an integer representing your target price for dessert.
 You want to make a dessert with a total cost as close to target as possible.
 Return the closest possible cost of the dessert to target. If there are multiple, return the lowerone.
 Example 1:
 Input: baseCosts = [1,7], toppingCosts = [3,4], target = 10Output: 10Explanation: Consider the following combination (all 0-indexed):- Choose base 1: cost 7- Take 1 of topping 0: cost 1 x 3 = 3- Take 0 of topping 1: cost 0 x 4 = 0Total: 7 + 3 + 0 = 10.
 Example 2:
 Input: baseCosts = [2,3], toppingCosts = [4,5,100], target = 18Output: 17Explanation: Consider the following combination (all 0-indexed):- Choose base 1: cost 3- Take 1 of topping 0: cost 1 x 4 = 4- Take 2 of topping 1: cost 2 x 5 = 10- Take 0 of topping 2: cost 0 x 100 = 0Total: 3 + 4 + 10 + 0 = 17. You cannot make a dessert with a total cost of 18.
 Example 3:
 Input: baseCosts = [3,10], toppingCosts = [2,5], target = 9Output: 8Explanation: It is possible to make desserts with cost 8 and 10. Return 8 as it is the lower cost.
 Example 4:
 Input: baseCosts = [10], toppingCosts = [1], target = 1Output: 10Explanation: Notice that you don't have to have any toppings, but you must have exactly one base.
 Constraints:
 n == baseCosts.lengthm == toppingCosts.length1 <= n, m <= 101 <= baseCosts[i], toppingCosts[i] <= 1041 <= target <= 104",1
58,ClosestRoom,"There is a hotel with n rooms. The rooms are represented by a 2D integer array rooms where rooms[i]= [roomIdi, sizei] denotes that there is a room with room number roomIdi and size equal to sizei.Each roomIdi is guaranteed to be unique.
 You are also given k queries in a 2D array queries where queries[j] = [preferredj, minSizej]. Theanswer to the j^th query is the room number id of a room such that:
 The room has a size of at least minSizej, andabs(id - preferredj) is minimized, where abs(x) is the absolute value of x.
 If there is a tie in the absolute difference, then use the room with the smallest such id. If thereis no such room, the answer is -1.
 Return an array answer of length k where answer[j] contains the answer to the j^th query.
 Example 1:
 Input: rooms = [[2,2],[1,2],[3,2]], queries = [[3,1],[3,3],[5,2]]Output: [3,-1,3]Explanation: The answers to the queries are as follows:Query = [3,1]: Room number 3 is the closest as abs(3 - 3) = 0, and its size of 2 is at least 1. Theanswer is 3.Query = [3,3]: There are no rooms with a size of at least 3, so the answer is -1.Query = [5,2]: Room number 3 is the closest as abs(3 - 5) = 2, and its size of 2 is at least 2. Theanswer is 3.
 Example 2:
 Input: rooms = [[1,4],[2,3],[3,5],[4,1],[5,2]], queries = [[2,3],[2,4],[2,5]]Output: [2,1,3]Explanation: The answers to the queries are as follows:Query = [2,3]: Room number 2 is the closest as abs(2 - 2) = 0, and its size of 3 is at least 3. Theanswer is 2.Query = [2,4]: Room numbers 1 and 3 both have sizes of at least 4. The answer is 1 since it issmaller.Query = [2,5]: Room number 3 is the only room with a size of at least 5. The answer is 3.
 Constraints:
 n == rooms.length1 <= n <= 10^5k == queries.length1 <= k <= 10^41 <= roomIdi, preferredj <= 10^71 <= sizei, minSizej <= 10^7",1
59,ClosestSubsequenceSum,"You are given an integer array nums and an integer goal.
 You want to choose a subsequence of nums such that the sum of its elements is the closest possibleto goal. That is, if the sum of the subsequence's elements is sum, then you want to minimize theabsolute difference abs(sum - goal).
 Return the minimum possible value of abs(sum - goal).
 Note that a subsequence of an array is an array formed by removing some elements (possibly all ornone) of the original array.
 Example 1:
 Input: nums = [5,-7,3,5], goal = 6Output: 0Explanation: Choose the whole array as a subsequence, with a sum of 6.This is equal to the goal, so the absolute difference is 0.
 Example 2:
 Input: nums = [7,-9,15,-2], goal = -5Output: 1Explanation: Choose the subsequence [7,-9,-2], with a sum of -4.The absolute difference is abs(-4 - (-5)) = abs(1) = 1, which is the minimum.
 Example 3:
 Input: nums = [1,2,3], goal = -7Output: 7
 Constraints:
 1 <= nums.length <= 40-107 <= nums[i] <= 107-109 <= goal <= 109",1
60,coinChange,"You are given coins of different denominations and a total amount of money amount.Write a function to compute the fewest number of coins that you need to make up thatamount. If that amount of money cannot be made up by any combination of the coins,return -1.
 Example 1:coins = [1, 2, 5], amount = 11return 3 (11 = 5 + 5 + 1)
 Example 2:coins = [2], amount = 3return -1.
 Note:You may assume that you have an infinite number of each kind of coin.
 Credits:Special thanks to @jianchao.li.fighter for adding this problem and creating all testcases.",1
61,CoinChange2,"You are given coins of different denominations and a total amount of money. Write a function tocompute the number of combinations that make up that amount. You may assume that you have infinitenumber of each kind of coin.
 Example 1:
 Input: amount = 5, coins = [1, 2, 5]Output: 4Explanation: there are four ways to make up the amount:5=55=2+2+15=2+1+1+15=1+1+1+1+1
 Example 2:
 Input: amount = 3, coins = [2]Output: 0Explanation: the amount of 3 cannot be made up just with coins of 2.
 Example 3:
 Input: amount = 10, coins = [10]Output: 1
 Note:
 You can assume that
 0 <= amount <= 50001 <= coin <= 5000the number of coins is less than 500the answer is guaranteed to fit into signed 32-bit integer",0
62,combinations,"Given two integers n and k, return all possible combinations of k numbers out of 1 ... n.
 For example,If n = 4 and k = 2, a solution is:
 [[2,4],[3,4],[2,3],[1,2],[1,3],[1,4],]",1
63,combinationSum,"Given a set of candidate numbers (C) and a target number (T), find all unique combinationsin C where the candidate numbers sums to T.
 The same repeated number may be chosen from C unlimited number of times.
 Note:
 All numbers (including target) will be positive integers.Elements in a combination (a1, a2, â€¦ , ak) must be in non-descending order. (ie, a1 â‰¤ a2 â‰¤ â€¦ â‰¤ ak).The solution set must not contain duplicate combinations.
 For example, given candidate set 2,3,6,7 and target 7,A solution set is:[7][2, 2, 3]",0
64,combinationSum.II,"Given a collection of candidate numbers (C) and a target number (T), find allunique combinations in C where the candidate numbers sums to T.
 Each number in C may only be used once in the combination.
 Note:
 > All numbers (including target) will be positive integers.> Elements in a combination (a1, a2, â€¦ , ak) must be in non-descending order.(ie, a1 â‰¤ a2 â‰¤ â€¦ â‰¤ ak).> The solution set must not contain duplicate combinations.
 For example, given candidate set 10,1,2,7,6,1,5 and target 8,A solution set is:[1, 7][1, 2, 5][2, 6][1, 1, 6]",1
65,combinationSum.III,"Find all possible combinations of k numbers that add up to a number n,given that only numbers from 1 to 9 can be used and each combination should be a unique set of numbers.Ensure that numbers within the set are sorted in ascending order.
 Example 1:Input: k = 3, n = 7Output:
 [[1,2,4]]
 Example 2:Input: k = 3, n = 9Output:
 [[1,2,6], [1,3,5], [2,3,4]]
 Credits:Special thanks to @mithmatt for adding this problem and creating all test cases.",0
66,combinationSumIV,"Given an integer array with all positive numbers and no duplicates, find the numberof possible combinations that add up to a positive integer target.
 Example:
 nums = [1, 2, 3]target = 4
 The possible combination ways are:(1, 1, 1, 1)(1, 1, 2)(1, 2, 1)(1, 3)(2, 1, 1)(2, 2)(3, 1)
 Note that different sequences are counted as different combinations.
 Therefore the output is 7.Follow up:What if negative numbers are allowed in the given array?How does it change the problem?What limitation we need to add to the question to allow negative numbers?",0
